1.217999999999999985e-02,1.000000000000000082e-05,0.000000000000000000e+00,5.607000000000000178e-02,5.523999999999999744e-02,1.132999999999999979e-01,1.126500000000000001e-01,1.493299999999999905e-01,1.144799999999999984e-01,1.184800000000000020e-01,7.829999999999999460e-02,6.904000000000000414e-02,9.079999999999999530e-03,1.366999999999999986e-02,1.111999999999999968e-02,1.486999999999999954e-02,1.047999999999999973e-02,7.820000000000000562e-03,9.990000000000000616e-03,1.166999999999999982e-02,6.490000000000000109e-03,7.139999999999999646e-03,2.660000000000000038e-03,3.459999999999999968e-03,2.690000000000000117e-03,1.410000000000000012e-03,1.160000000000000007e-03,2.510000000000000078e-03,6.999999999999999929e-04,9.499999999999999981e-04,0.000000000000000000e+00,7.699999999999999597e-04,3.499999999999999964e-04,1.000000000000000048e-04,1.800000000000000113e-04,2.799999999999999755e-04,0.000000000000000000e+00,1.000000000000000082e-05,2.000000000000000164e-05,1.340000000000000045e-03
8.200000000000000691e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,5.603999999999999954e-02,5.575000000000000094e-02,1.126000000000000056e-01,9.869999999999999607e-02,1.709400000000000086e-01,1.173300000000000037e-01,1.369499999999999884e-01,6.539999999999999980e-02,6.507999999999999896e-02,9.169999999999999332e-03,1.489000000000000046e-02,9.039999999999999425e-03,1.511000000000000017e-02,5.239999999999999866e-03,1.311999999999999972e-02,9.090000000000000857e-03,1.115999999999999978e-02,6.009999999999999717e-03,5.689999999999999745e-03,2.769999999999999893e-03,3.820000000000000045e-03,9.799999999999999684e-04,1.219999999999999947e-03,1.660000000000000017e-03,9.700000000000000505e-04,6.499999999999999702e-04,1.000000000000000082e-05,4.899999999999999842e-04,5.199999999999999544e-04,1.200000000000000030e-04,1.700000000000000122e-04,6.000000000000000152e-05,6.000000000000000152e-05,0.000000000000000000e+00,1.000000000000000082e-05,8.800000000000000313e-04
8.510000000000000203e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000327e-05,0.000000000000000000e+00,5.580999999999999850e-02,5.514999999999999764e-02,9.832000000000000461e-02,1.131000000000000061e-01,1.697299999999999920e-01,1.267399999999999916e-01,1.226600000000000051e-01,6.474000000000000588e-02,6.901999999999999802e-02,1.089000000000000037e-02,1.444999999999999930e-02,9.730000000000000801e-03,8.049999999999999864e-03,1.029000000000000054e-02,1.375000000000000007e-02,8.959999999999999215e-03,1.082999999999999935e-02,5.499999999999999681e-03,6.769999999999999976e-03,4.170000000000000095e-03,3.550000000000000204e-03,1.129999999999999928e-03,2.939999999999999905e-03,9.399999999999999719e-04,1.180000000000000059e-03,5.000000000000000240e-05,6.599999999999999964e-04,4.400000000000000157e-04,2.500000000000000052e-04,2.300000000000000070e-04,1.700000000000000122e-04,1.000000000000000082e-05,6.999999999999999387e-05,0.000000000000000000e+00,1.170000000000000033e-03
5.100000000000000366e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000113e-04,1.299999999999999886e-04,2.599999999999999772e-04,5.569999999999999951e-02,4.941999999999999865e-02,1.129799999999999971e-01,1.129700000000000010e-01,1.824500000000000011e-01,1.160800000000000026e-01,1.202899999999999942e-01,6.321000000000000230e-02,6.862999999999999656e-02,9.719999999999999474e-03,1.442000000000000053e-02,5.139999999999999604e-03,1.498999999999999985e-02,1.033000000000000064e-02,1.348000000000000066e-02,8.609999999999999598e-03,9.419999999999999554e-03,6.230000000000000294e-03,7.210000000000000263e-03,2.579999999999999828e-03,2.949999999999999931e-03,1.639999999999999965e-03,1.340000000000000045e-03,8.899999999999999491e-04,4.000000000000000327e-05,7.200000000000000453e-04,8.099999999999999561e-04,2.400000000000000061e-04,4.699999999999999859e-04,2.599999999999999772e-04,2.400000000000000061e-04,9.000000000000000567e-05,6.000000000000000152e-05,7.200000000000000453e-04
5.349999999999999721e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000240e-05,1.000000000000000082e-05,2.000000000000000164e-05,2.000000000000000164e-05,4.789000000000000201e-02,5.444999999999999840e-02,1.125000000000000028e-01,1.232599999999999946e-01,1.737200000000000133e-01,1.177699999999999997e-01,1.197499999999999953e-01,6.439000000000000279e-02,6.808999999999999775e-02,9.530000000000000276e-03,7.910000000000000364e-03,9.450000000000000067e-03,1.559999999999999928e-02,9.839999999999999789e-03,1.404000000000000040e-02,7.349999999999999763e-03,1.119999999999999989e-02,7.060000000000000303e-03,6.530000000000000214e-03,2.710000000000000169e-03,4.409999999999999858e-03,1.139999999999999954e-03,1.520000000000000084e-03,1.000000000000000048e-04,1.170000000000000033e-03,6.199999999999999999e-04,3.899999999999999929e-04,3.499999999999999964e-04,3.600000000000000227e-04,1.299999999999999886e-04,1.000000000000000048e-04,6.000000000000000152e-05,1.160000000000000007e-03
1.879999999999999944e-03,9.000000000000000567e-05,0.000000000000000000e+00,5.800000000000000034e-04,5.100000000000000366e-04,7.200000000000000453e-04,9.399999999999999719e-04,5.999999999999999474e-04,5.716000000000000247e-02,5.489000000000000129e-02,1.215900000000000036e-01,1.128500000000000059e-01,1.703199999999999992e-01,1.180100000000000038e-01,1.205600000000000005e-01,6.454999999999999627e-02,6.894999999999999740e-02,5.060000000000000261e-03,1.460999999999999972e-02,1.046000000000000055e-02,1.478999999999999933e-02,9.610000000000000486e-03,1.123999999999999999e-02,7.669999999999999735e-03,9.599999999999999159e-03,4.190000000000000148e-03,4.780000000000000394e-03,2.589999999999999854e-03,2.680000000000000090e-03,1.160000000000000007e-03,6.000000000000000152e-05,1.199999999999999895e-03,1.619999999999999912e-03,3.099999999999999999e-04,1.209999999999999921e-03,7.900000000000000121e-04,5.999999999999999474e-04,3.099999999999999999e-04,2.799999999999999755e-04,9.799999999999999684e-04
5.950000000000000427e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000030e-04,2.000000000000000164e-05,3.000000000000000076e-05,4.000000000000000327e-05,0.000000000000000000e+00,3.000000000000000076e-05,5.519000000000000294e-02,6.248000000000000081e-02,1.166900000000000021e-01,1.136299999999999949e-01,1.733200000000000018e-01,1.199500000000000011e-01,1.199899999999999994e-01,6.237999999999999795e-02,3.697000000000000286e-02,9.570000000000000381e-03,1.469999999999999953e-02,1.041000000000000085e-02,1.549000000000000030e-02,9.379999999999999449e-03,1.408000000000000050e-02,1.460999999999999972e-02,1.118000000000000070e-02,5.689999999999999745e-03,1.145000000000000011e-02,2.939999999999999905e-03,3.239999999999999825e-03,1.100000000000000039e-04,1.500000000000000031e-03,7.200000000000000453e-04,5.900000000000000296e-04,6.300000000000000261e-04,5.000000000000000104e-04,3.200000000000000262e-04,4.400000000000000157e-04,1.200000000000000030e-04,5.539999999999999786e-03
6.080000000000000335e-03,6.999999999999999387e-05,2.000000000000000164e-05,6.999999999999999929e-04,4.699999999999999859e-04,6.400000000000000524e-04,6.999999999999999929e-04,6.400000000000000524e-04,5.299999999999999807e-04,3.299999999999999982e-04,6.528000000000000469e-02,6.164000000000000035e-02,1.129499999999999948e-01,1.129399999999999987e-01,1.766199999999999992e-01,1.149300000000000044e-01,1.203400000000000025e-01,3.404999999999999694e-02,6.783999999999999753e-02,1.007000000000000083e-02,1.476000000000000055e-02,9.620000000000000079e-03,1.239999999999999956e-02,8.800000000000000530e-03,1.691000000000000142e-02,7.729999999999999892e-03,9.320000000000000159e-03,1.022999999999999951e-02,6.309999999999999637e-03,3.010000000000000089e-03,3.000000000000000076e-05,1.910000000000000022e-03,1.879999999999999944e-03,4.299999999999999894e-04,1.729999999999999984e-03,8.599999999999999789e-04,9.799999999999999684e-04,5.000000000000000104e-04,5.199999999999999544e-04,5.230000000000000274e-03
1.025000000000000043e-02,1.000000000000000048e-04,4.000000000000000327e-05,1.700000000000000122e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000164e-05,0.000000000000000000e+00,2.000000000000000164e-05,4.000000000000000327e-05,9.360000000000000264e-03,6.474000000000000588e-02,5.562000000000000277e-02,1.134300000000000030e-01,1.197899999999999937e-01,1.713000000000000078e-01,1.171100000000000058e-01,6.432000000000000217e-02,6.324000000000000454e-02,6.746000000000000607e-02,9.799999999999999684e-03,1.488000000000000086e-02,9.119999999999999635e-03,1.495999999999999934e-02,1.977999999999999897e-02,1.375000000000000007e-02,8.829999999999999308e-03,2.137999999999999970e-02,6.199999999999999782e-03,6.470000000000000057e-03,1.399999999999999877e-04,3.259999999999999877e-03,1.100000000000000066e-03,8.599999999999999789e-04,8.300000000000000086e-04,9.300000000000000541e-04,4.099999999999999912e-04,5.599999999999999509e-04,2.300000000000000070e-04,9.499999999999999764e-03
1.073999999999999955e-02,1.200000000000000030e-04,1.000000000000000048e-04,7.399999999999999894e-04,4.099999999999999912e-04,5.800000000000000034e-04,5.999999999999999474e-04,5.599999999999999509e-04,5.900000000000000296e-04,3.600000000000000227e-04,1.268999999999999989e-02,9.709999999999999881e-03,5.627000000000000057e-02,5.480999999999999761e-02,1.212199999999999944e-01,1.121999999999999942e-01,1.715700000000000003e-01,6.278000000000000247e-02,1.216499999999999942e-01,6.345000000000000639e-02,6.929000000000000437e-02,9.629999999999999671e-03,1.179999999999999973e-02,8.000000000000000167e-03,2.267999999999999877e-02,8.649999999999999703e-03,1.231999999999999935e-02,1.699000000000000163e-02,9.990000000000000616e-03,5.810000000000000060e-03,9.000000000000000567e-05,3.310000000000000008e-03,3.899999999999999821e-03,6.899999999999999667e-04,2.109999999999999896e-03,1.199999999999999895e-03,1.069999999999999988e-03,5.900000000000000296e-04,8.199999999999999824e-04,9.910000000000000406e-03
